OBJECTID,lat,long,dailyave,date,site,name,dateorig
542,31.789400000000001,-110.827699999999990,0.017825071000000,/200-1-/1T00:00:00.000Z,US-SRG,Santa Rita Grassland,12/15/2007 0:00:00
543,31.821400000000001,-110.866100000000000,0.017825071000000,/200-1-/1T00:00:00.000Z,US-SRM,Santa Rita Mesquite,12/15/2007 0:00:00
544,38.431600000000003,-120.965999999999990,0.142668471000000,/200-1-/1T00:00:00.000Z,US-Ton,Tonzi Ranch,12/15/2007 0:00:00
545,38.413300000000000,-120.950700000000000,0.142668471000000,/200-1-/1T00:00:00.000Z,US-Var,Vaira Ranch- Ione,12/15/2007 0:00:00
546,31.736499999999999,-109.941900000000000,0.028061504000000,/200-1-/1T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,12/15/2007 0:00:00
547,37.520800000000001,-96.855000000000004,0.215486690000000,/200-1-/1T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),12/15/2007 0:00:00
549,36.819299999999998,-97.819800000000001,0.086694174000000,2008-1-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,1/15/2008 0:00:00
550,36.426699999999997,-99.420000000000002,0.086490609000000,2008-1-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,1/15/2008 0:00:00
551,36.635800000000003,-99.597499999999997,0.090115063000000,2008-1-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,1/15/2008 0:00:00
552,35.549700000000001,-98.040199999999999,0.141794771000000,2008-1-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,1/15/2008 0:00:00
553,35.546500000000002,-98.040000000000006,0.141794771000000,2008-1-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,1/15/2008 0:00:00
554,31.590699999999998,-110.510400000000000,0.114661925000000,2008-1-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,1/15/2008 0:00:00
556,39.063299999999998,-79.420800000000000,0.061392307000000,2008-1-15T00:00:00.000Z,US-CaV,Canaan Valley,1/15/2008 0:00:00
558,40.815500000000000,-104.745600000000000,0.002366077000000,2008-1-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),1/15/2008 0:00:00
560,37.677300000000002,-121.529600000000000,0.139656693000000,2008-1-15T00:00:00.000Z,US-Dia,Diablo,1/15/2008 0:00:00
561,35.971200000000003,-79.093400000000003,0.021417396000000,2008-1-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,1/15/2008 0:00:00
564,29.949500000000000,-97.996200000000002,0.074353114000000,2008-1-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,1/15/2008 0:00:00
566,34.254700000000000,-89.873500000000007,0.128960952000000,2008-1-15T00:00:00.000Z,US-Goo,Goodwin Creek,1/15/2008 0:00:00
567,41.840600000000002,-88.241000000000000,0.000219691000000,2008-1-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),1/15/2008 0:00:00
568,39.074500000000000,-96.595100000000002,0.151748747000000,2008-1-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),1/15/2008 0:00:00
569,39.056100000000001,-95.190700000000007,0.070001878000000,2008-1-15T00:00:00.000Z,US-KFS,Kansas Field Station,1/15/2008 0:00:00
570,38.774500000000003,-97.568399999999997,0.026586775000000,2008-1-15T00:00:00.000Z,US-KLS,Kansas Land Institute,1/15/2008 0:00:00
571,42.437600000000003,-85.328800000000001,0.071806185000000,2008-1-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,1/15/2008 0:00:00
572,42.444000000000003,-85.310400000000001,0.071806185000000,2008-1-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,1/15/2008 0:00:00
573,42.444000000000003,-85.309799999999996,0.071806185000000,2008-1-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,1/15/2008 0:00:00
574,39.082400000000000,-96.560299999999998,0.151748747000000,2008-1-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),1/15/2008 0:00:00
575,34.137700000000002,-101.478700000000000,0.156941473000000,2008-1-15T00:00:00.000Z,US-LGr,Lockney Grassland,1/15/2008 0:00:00
576,34.960400000000000,-97.978899999999996,0.065258004000000,2008-1-15T00:00:00.000Z,US-LWW,Little Washita Watershed,1/15/2008 0:00:00
577,39.877099999999999,-105.169000000000000,0.000386165000000,2008-1-15T00:00:00.000Z,US-RFE,RockyFlats - East site,1/15/2008 0:00:00
578,39.875100000000003,-105.218400000000000,0.000386165000000,2008-1-15T00:00:00.000Z,US-RFW,RockyFlats - West site,1/15/2008 0:00:00
579,33.736400000000003,-117.694700000000000,0.044031471000000,2008-1-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,1/15/2008 0:00:00
580,42.069299999999998,-101.407200000000000,0.063021034000000,2008-1-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,1/15/2008 0:00:00
583,38.037300000000002,-121.753699999999990,0.168485925000000,2008-1-15T00:00:00.000Z,US-Snd,Sherman Island,1/15/2008 0:00:00
584,38.036900000000003,-121.754700000000000,0.168485925000000,2008-1-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,1/15/2008 0:00:00
585,31.789400000000001,-110.827699999999990,0.114661925000000,2008-1-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,1/15/2008 0:00:00
586,31.821400000000001,-110.866100000000000,0.114661925000000,2008-1-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,1/15/2008 0:00:00
587,38.431600000000003,-120.965999999999990,0.061202694000000,2008-1-15T00:00:00.000Z,US-Ton,Tonzi Ranch,1/15/2008 0:00:00
588,38.413300000000000,-120.950700000000000,0.061202694000000,2008-1-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,1/15/2008 0:00:00
590,37.520800000000001,-96.855000000000004,0.036045708000000,2008-1-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),1/15/2008 0:00:00
592,36.819299999999998,-97.819800000000001,0.008351213000000,2008-2-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,2/15/2008 0:00:00
593,36.426699999999997,-99.420000000000002,0.027342329000000,2008-2-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,2/15/2008 0:00:00
595,35.549700000000001,-98.040199999999999,0.129956156000000,2008-2-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,2/15/2008 0:00:00
596,35.546500000000002,-98.040000000000006,0.129956156000000,2008-2-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,2/15/2008 0:00:00
598,39.216700000000003,-86.540599999999998,0.058957119000000,2008-2-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,2/15/2008 0:00:00
603,37.677300000000002,-121.529600000000000,0.172311798000000,2008-2-15T00:00:00.000Z,US-Dia,Diablo,2/15/2008 0:00:00
604,35.971200000000003,-79.093400000000003,0.068509527000000,2008-2-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,2/15/2008 0:00:00
605,48.307699999999997,-105.101900000000000,0.178261891000000,2008-2-15T00:00:00.000Z,US-FPe,Fort Peck,2/15/2008 0:00:00
606,29.930000000000000,-98.010000000000005,0.096969925000000,2008-2-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,2/15/2008 0:00:00
607,29.949500000000000,-97.996200000000002,0.096182071000000,2008-2-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,2/15/2008 0:00:00
609,34.254700000000000,-89.873500000000007,0.090248711000000,2008-2-15T00:00:00.000Z,US-Goo,Goodwin Creek,2/15/2008 0:00:00
612,38.774500000000003,-97.568399999999997,0.110669412000000,2008-2-15T00:00:00.000Z,US-KLS,Kansas Land Institute,2/15/2008 0:00:00
614,34.137700000000002,-101.478700000000000,0.110862993000000,2008-2-15T00:00:00.000Z,US-LGr,Lockney Grassland,2/15/2008 0:00:00
615,34.960400000000000,-97.978899999999996,0.074222073000000,2008-2-15T00:00:00.000Z,US-LWW,Little Washita Watershed,2/15/2008 0:00:00
616,39.877099999999999,-105.169000000000000,0.089046642000000,2008-2-15T00:00:00.000Z,US-RFE,RockyFlats - East site,2/15/2008 0:00:00
617,39.875100000000003,-105.218400000000000,0.089046642000000,2008-2-15T00:00:00.000Z,US-RFW,RockyFlats - West site,2/15/2008 0:00:00
618,33.736400000000003,-117.694700000000000,0.104930453000000,2008-2-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,2/15/2008 0:00:00
619,42.069299999999998,-101.407200000000000,0.113086633000000,2008-2-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,2/15/2008 0:00:00
620,34.362299999999998,-106.701899999999990,0.008881559000000,2008-2-15T00:00:00.000Z,US-Seg,Sevilleta grassland,2/15/2008 0:00:00
621,36.933300000000003,-96.683300000000003,0.192763925000000,2008-2-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,2/15/2008 0:00:00
622,38.037300000000002,-121.753699999999990,0.204612136000000,2008-2-15T00:00:00.000Z,US-Snd,Sherman Island,2/15/2008 0:00:00
623,38.036900000000003,-121.754700000000000,0.204612136000000,2008-2-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,2/15/2008 0:00:00
626,38.431600000000003,-120.965999999999990,0.214238301000000,2008-2-15T00:00:00.000Z,US-Ton,Tonzi Ranch,2/15/2008 0:00:00
627,38.413300000000000,-120.950700000000000,0.214238301000000,2008-2-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,2/15/2008 0:00:00
629,37.520800000000001,-96.855000000000004,0.079210609000000,2008-2-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),2/15/2008 0:00:00
631,36.819299999999998,-97.819800000000001,0.188529402000000,2008-3-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,3/15/2008 0:00:00
632,36.426699999999997,-99.420000000000002,0.168518081000000,2008-3-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,3/15/2008 0:00:00
633,36.635800000000003,-99.597499999999997,0.078733221000000,2008-3-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,3/15/2008 0:00:00
634,35.549700000000001,-98.040199999999999,0.259430021000000,2008-3-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,3/15/2008 0:00:00
635,35.546500000000002,-98.040000000000006,0.259430021000000,2008-3-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,3/15/2008 0:00:00
638,39.216700000000003,-86.540599999999998,0.065850243000000,2008-3-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,3/15/2008 0:00:00
639,39.063299999999998,-79.420800000000000,0.221818134000000,2008-3-15T00:00:00.000Z,US-CaV,Canaan Valley,3/15/2008 0:00:00
640,38.090000000000003,-109.390000000000000,0.127579674000000,2008-3-15T00:00:00.000Z,US-Cop,Corral Pocket,3/15/2008 0:00:00
642,43.950000000000003,-101.846600000000000,0.081810087000000,2008-3-15T00:00:00.000Z,US-Ctn,Cottonwood,3/15/2008 0:00:00
643,37.677300000000002,-121.529600000000000,0.443507940000000,2008-3-15T00:00:00.000Z,US-Dia,Diablo,3/15/2008 0:00:00
644,35.971200000000003,-79.093400000000003,0.138548955000000,2008-3-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,3/15/2008 0:00:00
646,29.930000000000000,-98.010000000000005,0.120113492000000,2008-3-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,3/15/2008 0:00:00
647,29.949500000000000,-97.996200000000002,0.107272215000000,2008-3-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,3/15/2008 0:00:00
648,35.445399999999999,-111.771800000000000,0.057797179000000,2008-3-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,3/15/2008 0:00:00
649,34.254700000000000,-89.873500000000007,0.098808795000000,2008-3-15T00:00:00.000Z,US-Goo,Goodwin Creek,3/15/2008 0:00:00
651,39.074500000000000,-96.595100000000002,0.095244355000000,2008-3-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),3/15/2008 0:00:00
653,38.774500000000003,-97.568399999999997,0.096471474000000,2008-3-15T00:00:00.000Z,US-KLS,Kansas Land Institute,3/15/2008 0:00:00
654,42.437600000000003,-85.328800000000001,0.138091356000000,2008-3-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,3/15/2008 0:00:00
655,42.444000000000003,-85.310400000000001,0.138091356000000,2008-3-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,3/15/2008 0:00:00
656,42.444000000000003,-85.309799999999996,0.138091356000000,2008-3-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,3/15/2008 0:00:00
657,39.082400000000000,-96.560299999999998,0.095244355000000,2008-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),3/15/2008 0:00:00
659,34.137700000000002,-101.478700000000000,0.131352514000000,2008-3-15T00:00:00.000Z,US-LGr,Lockney Grassland,3/15/2008 0:00:00
660,34.960400000000000,-97.978899999999996,0.131694436000000,2008-3-15T00:00:00.000Z,US-LWW,Little Washita Watershed,3/15/2008 0:00:00
661,39.877099999999999,-105.169000000000000,0.176660791000000,2008-3-15T00:00:00.000Z,US-RFE,RockyFlats - East site,3/15/2008 0:00:00
662,39.875100000000003,-105.218400000000000,0.176660791000000,2008-3-15T00:00:00.000Z,US-RFW,RockyFlats - West site,3/15/2008 0:00:00
664,33.736400000000003,-117.694700000000000,0.226367757000000,2008-3-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,3/15/2008 0:00:00
666,34.362299999999998,-106.701899999999990,0.013606809000000,2008-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3/15/2008 0:00:00
667,36.933300000000003,-96.683300000000003,0.233920097000000,2008-3-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,3/15/2008 0:00:00
668,38.037300000000002,-121.753699999999990,0.394804537000000,2008-3-15T00:00:00.000Z,US-Snd,Sherman Island,3/15/2008 0:00:00
669,38.036900000000003,-121.754700000000000,0.394804537000000,2008-3-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,3/15/2008 0:00:00
672,38.431600000000003,-120.965999999999990,0.321246445000000,2008-3-15T00:00:00.000Z,US-Ton,Tonzi Ranch,3/15/2008 0:00:00
673,38.413300000000000,-120.950700000000000,0.321246445000000,2008-3-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,3/15/2008 0:00:00
674,31.736499999999999,-109.941900000000000,0.056231476000000,2008-3-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,3/15/2008 0:00:00
675,37.520800000000001,-96.855000000000004,0.016937558000000,2008-3-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),3/15/2008 0:00:00
679,36.819299999999998,-97.819800000000001,0.605631232000000,2008-4-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,4/15/2008 0:00:00
680,36.426699999999997,-99.420000000000002,0.263861924000000,2008-4-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,4/15/2008 0:00:00
681,36.635800000000003,-99.597499999999997,0.177458122000000,2008-4-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,4/15/2008 0:00:00
682,35.549700000000001,-98.040199999999999,0.725093842000000,2008-4-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,4/15/2008 0:00:00
683,35.546500000000002,-98.040000000000006,0.725093842000000,2008-4-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,4/15/2008 0:00:00
684,31.590699999999998,-110.510400000000000,0.012904149000000,2008-4-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,4/15/2008 0:00:00
685,44.345300000000002,-96.836200000000005,0.039245069000000,2008-4-15T00:00:00.000Z,US-Bkg,Brookings,4/15/2008 0:00:00
686,39.216700000000003,-86.540599999999998,0.176439747000000,2008-4-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,4/15/2008 0:00:00
687,39.063299999999998,-79.420800000000000,0.058727544000000,2008-4-15T00:00:00.000Z,US-CaV,Canaan Valley,4/15/2008 0:00:00
689,40.815500000000000,-104.745600000000000,0.129676357000000,2008-4-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),4/15/2008 0:00:00
690,43.950000000000003,-101.846600000000000,0.165064648000000,2008-4-15T00:00:00.000Z,US-Ctn,Cottonwood,4/15/2008 0:00:00
691,37.677300000000002,-121.529600000000000,0.437595308000000,2008-4-15T00:00:00.000Z,US-Dia,Diablo,4/15/2008 0:00:00
692,35.971200000000003,-79.093400000000003,0.482209951000000,2008-4-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,4/15/2008 0:00:00
693,48.307699999999997,-105.101900000000000,0.013168191000000,2008-4-15T00:00:00.000Z,US-FPe,Fort Peck,4/15/2008 0:00:00
694,29.930000000000000,-98.010000000000005,0.389292032000000,2008-4-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,4/15/2008 0:00:00
695,29.949500000000000,-97.996200000000002,0.466469258000000,2008-4-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,4/15/2008 0:00:00
696,35.445399999999999,-111.771800000000000,0.092597827000000,2008-4-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,4/15/2008 0:00:00
697,34.254700000000000,-89.873500000000007,0.521606982000000,2008-4-15T00:00:00.000Z,US-Goo,Goodwin Creek,4/15/2008 0:00:00
698,41.840600000000002,-88.241000000000000,0.150056109000000,2008-4-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),4/15/2008 0:00:00
699,39.074500000000000,-96.595100000000002,0.204088986000000,2008-4-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),4/15/2008 0:00:00
700,39.056100000000001,-95.190700000000007,0.231400415000000,2008-4-15T00:00:00.000Z,US-KFS,Kansas Field Station,4/15/2008 0:00:00
701,38.774500000000003,-97.568399999999997,0.294998169000000,2008-4-15T00:00:00.000Z,US-KLS,Kansas Land Institute,4/15/2008 0:00:00
702,42.437600000000003,-85.328800000000001,0.152070448000000,2008-4-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,4/15/2008 0:00:00
703,42.444000000000003,-85.310400000000001,0.152070448000000,2008-4-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,4/15/2008 0:00:00
704,42.444000000000003,-85.309799999999996,0.152070448000000,2008-4-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,4/15/2008 0:00:00
705,39.082400000000000,-96.560299999999998,0.204088986000000,2008-4-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),4/15/2008 0:00:00
706,44.994999999999997,-93.186300000000003,0.224815816000000,2008-4-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,4/15/2008 0:00:00
707,34.137700000000002,-101.478700000000000,0.058196776000000,2008-4-15T00:00:00.000Z,US-LGr,Lockney Grassland,4/15/2008 0:00:00
708,34.960400000000000,-97.978899999999996,0.461440951000000,2008-4-15T00:00:00.000Z,US-LWW,Little Washita Watershed,4/15/2008 0:00:00
709,39.877099999999999,-105.169000000000000,0.141071826000000,2008-4-15T00:00:00.000Z,US-RFE,RockyFlats - East site,4/15/2008 0:00:00
710,39.875100000000003,-105.218400000000000,0.141071826000000,2008-4-15T00:00:00.000Z,US-RFW,RockyFlats - West site,4/15/2008 0:00:00
711,44.678100000000001,-93.072299999999998,0.224815816000000,2008-4-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,4/15/2008 0:00:00
712,33.736400000000003,-117.694700000000000,0.267905563000000,2008-4-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,4/15/2008 0:00:00
713,42.069299999999998,-101.407200000000000,0.040623199000000,2008-4-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,4/15/2008 0:00:00
714,34.362299999999998,-106.701899999999990,0.003285668000000,2008-4-15T00:00:00.000Z,US-Seg,Sevilleta grassland,4/15/2008 0:00:00
715,36.933300000000003,-96.683300000000003,0.322422057000000,2008-4-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,4/15/2008 0:00:00
716,38.037300000000002,-121.753699999999990,0.526139557000000,2008-4-15T00:00:00.000Z,US-Snd,Sherman Island,4/15/2008 0:00:00
717,38.036900000000003,-121.754700000000000,0.526139557000000,2008-4-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,4/15/2008 0:00:00
718,31.789400000000001,-110.827699999999990,0.012904149000000,2008-4-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,4/15/2008 0:00:00
719,31.821400000000001,-110.866100000000000,0.012904149000000,2008-4-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,4/15/2008 0:00:00
720,38.431600000000003,-120.965999999999990,0.376605123000000,2008-4-15T00:00:00.000Z,US-Ton,Tonzi Ranch,4/15/2008 0:00:00
721,38.413300000000000,-120.950700000000000,0.376605123000000,2008-4-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,4/15/2008 0:00:00
722,31.736499999999999,-109.941900000000000,0.160413176000000,2008-4-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,4/15/2008 0:00:00
723,37.520800000000001,-96.855000000000004,0.279724479000000,2008-4-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),4/15/2008 0:00:00
724,49.709299999999999,-112.940200000000000,0.280067474000000,2008-5-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,5/15/2008 0:00:00
725,50.170999999999999,-97.876199999999997,0.129154161000000,2008-5-15T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,5/15/2008 0:00:00
726,50.177399999999999,-97.868600000000001,0.129154161000000,2008-5-15T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,5/15/2008 0:00:00
727,36.819299999999998,-97.819800000000001,0.791794062000000,2008-5-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,5/15/2008 0:00:00
728,36.426699999999997,-99.420000000000002,0.426527441000000,2008-5-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,5/15/2008 0:00:00
729,36.635800000000003,-99.597499999999997,0.377828687000000,2008-5-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,5/15/2008 0:00:00
730,35.549700000000001,-98.040199999999999,0.610831499000000,2008-5-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,5/15/2008 0:00:00
731,35.546500000000002,-98.040000000000006,0.610831499000000,2008-5-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,5/15/2008 0:00:00
732,31.590699999999998,-110.510400000000000,0.020356605000000,2008-5-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,5/15/2008 0:00:00
733,44.345300000000002,-96.836200000000005,0.251633525000000,2008-5-15T00:00:00.000Z,US-Bkg,Brookings,5/15/2008 0:00:00
734,39.216700000000003,-86.540599999999998,0.949228466000000,2008-5-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,5/15/2008 0:00:00
735,39.063299999999998,-79.420800000000000,0.695320845000000,2008-5-15T00:00:00.000Z,US-CaV,Canaan Valley,5/15/2008 0:00:00
736,38.090000000000003,-109.390000000000000,0.039567754000000,2008-5-15T00:00:00.000Z,US-Cop,Corral Pocket,5/15/2008 0:00:00
737,40.815500000000000,-104.745600000000000,0.146219209000000,2008-5-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),5/15/2008 0:00:00
738,43.950000000000003,-101.846600000000000,0.334816873000000,2008-5-15T00:00:00.000Z,US-Ctn,Cottonwood,5/15/2008 0:00:00
739,37.677300000000002,-121.529600000000000,0.252289593000000,2008-5-15T00:00:00.000Z,US-Dia,Diablo,5/15/2008 0:00:00
740,35.971200000000003,-79.093400000000003,0.736299336000000,2008-5-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,5/15/2008 0:00:00
741,48.307699999999997,-105.101900000000000,0.126158923000000,2008-5-15T00:00:00.000Z,US-FPe,Fort Peck,5/15/2008 0:00:00
742,29.930000000000000,-98.010000000000005,0.345991641000000,2008-5-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,5/15/2008 0:00:00
743,29.949500000000000,-97.996200000000002,0.485225320000000,2008-5-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,5/15/2008 0:00:00
744,35.445399999999999,-111.771800000000000,0.048422597000000,2008-5-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,5/15/2008 0:00:00
745,34.254700000000000,-89.873500000000007,0.876238048000000,2008-5-15T00:00:00.000Z,US-Goo,Goodwin Creek,5/15/2008 0:00:00
746,41.840600000000002,-88.241000000000000,0.376521707000000,2008-5-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),5/15/2008 0:00:00
747,39.074500000000000,-96.595100000000002,0.480247319000000,2008-5-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),5/15/2008 0:00:00
748,39.056100000000001,-95.190700000000007,0.576989591000000,2008-5-15T00:00:00.000Z,US-KFS,Kansas Field Station,5/15/2008 0:00:00
749,38.774500000000003,-97.568399999999997,0.679844499000000,2008-5-15T00:00:00.000Z,US-KLS,Kansas Land Institute,5/15/2008 0:00:00
750,42.437600000000003,-85.328800000000001,0.583964586000000,2008-5-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,5/15/2008 0:00:00
751,42.444000000000003,-85.310400000000001,0.583964586000000,2008-5-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,5/15/2008 0:00:00
752,42.444000000000003,-85.309799999999996,0.583964586000000,2008-5-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,5/15/2008 0:00:00
753,39.082400000000000,-96.560299999999998,0.480247319000000,2008-5-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),5/15/2008 0:00:00
754,44.994999999999997,-93.186300000000003,0.300370246000000,2008-5-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,5/15/2008 0:00:00
755,34.137700000000002,-101.478700000000000,0.205647677000000,2008-5-15T00:00:00.000Z,US-LGr,Lockney Grassland,5/15/2008 0:00:00
756,34.960400000000000,-97.978899999999996,0.600820243000000,2008-5-15T00:00:00.000Z,US-LWW,Little Washita Watershed,5/15/2008 0:00:00
757,39.877099999999999,-105.169000000000000,0.172168881000000,2008-5-15T00:00:00.000Z,US-RFE,RockyFlats - East site,5/15/2008 0:00:00
758,39.875100000000003,-105.218400000000000,0.172168881000000,2008-5-15T00:00:00.000Z,US-RFW,RockyFlats - West site,5/15/2008 0:00:00
759,44.678100000000001,-93.072299999999998,0.300370246000000,2008-5-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,5/15/2008 0:00:00
760,33.736400000000003,-117.694700000000000,0.176263675000000,2008-5-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,5/15/2008 0:00:00
761,42.069299999999998,-101.407200000000000,0.291495442000000,2008-5-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,5/15/2008 0:00:00
762,34.362299999999998,-106.701899999999990,0.020427156000000,2008-5-15T00:00:00.000Z,US-Seg,Sevilleta grassland,5/15/2008 0:00:00
763,36.933300000000003,-96.683300000000003,0.614624798000000,2008-5-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,5/15/2008 0:00:00
